snapped_at,price
2022-07-05,17.96299443917698
2022-07-06,18.050348300662666
2022-07-07,19.160111855323336
2022-07-08,20.275157236760748
2022-07-09,20.032377422894655
2022-07-10,19.921286577171067
2022-07-11,19.152348663983858
2022-07-12,17.374121015827555
2022-07-13,16.95068738814058
2022-07-14,18.830549179313756
2022-07-15,19.76893869840782
2022-07-16,19.375214847808316
2022-07-17,21.24450661606995
2022-07-18,20.675475522397402
2022-07-19,23.9583657427879
2022-07-20,24.703210618113257
2022-07-21,23.722582492283546
2022-07-22,25.059064243301194
2022-07-23,23.69983679628257
2022-07-24,23.711868307057852
2022-07-25,23.973793947639642
2022-07-26,21.071409815638802
2022-07-27,20.6400774515915
2022-07-28,23.437344307935465
2022-07-29,24.24978943791172
2022-07-30,24.669946411192935
2022-07-31,24.24245704193404
2022-08-01,23.76502734374019
2022-08-02,23.588209784933646
2022-08-03,23.075795248789582
2022-08-04,23.131726687770414
2022-08-05,23.461812071583108
2022-08-06,24.91819614952569
2022-08-07,26.72578360231699
2022-08-08,27.90085703483555
2022-08-09,28.004380622292334
2022-08-10,27.511626454296426
2022-08-11,29.12562302418689
2022-08-12,28.566311966212012
2022-08-13,29.385924280560225
2022-08-14,29.143483149646794
2022-08-15,28.225165877883885
2022-08-16,27.878861458097365
2022-08-17,27.25116364726154
2022-08-18,25.530010190773716
2022-08-19,24.29901185731302
2022-08-20,22.535468027128204
2022-08-21,22.27653220490593
2022-08-22,23.063912750133177
2022-08-23,22.578586946210244
2022-08-24,23.569157841300814
2022-08-25,23.037001095776233
2022-08-26,23.073552041097056
2022-08-27,20.62468377710467
2022-08-28,20.159518992672826
2022-08-29,18.50213881721995
2022-08-30,19.39437338977039
2022-08-31,19.346256694654905
2022-09-01,19.103265847058612
2022-09-02,19.33518341962788
2022-09-03,18.84118493901736
2022-09-04,18.87459885869279
2022-09-05,19.012911295769733
2022-09-06,19.37640263762838
2022-09-07,18.24995076103216
2022-09-08,19.0215071850802
2022-09-09,19.12641733384427
2022-09-10,20.337786247024408
2022-09-11,20.520579634835364
2022-09-12,20.59617712963203
2022-09-13,21.324711808246498
2022-09-14,18.90465943148506
2022-09-15,19.16095708631396
2022-09-16,18.197504127902665
2022-09-17,18.037866550246193
2022-09-18,18.475086187502022
2022-09-19,16.772423267575206
2022-09-20,17.331398331989927
2022-09-21,16.6592285006815
2022-09-22,16.620101575272272
2022-09-23,17.72119179072971
2022-09-24,17.978922513072167
2022-09-25,17.632842626344456
2022-09-26,17.319773979356622
2022-09-27,17.52015527156936
2022-09-28,17.319413981593442
2022-09-29,17.300891224033617
2022-09-30,17.349429643188028
2022-10-01,17.20194529291745
2022-10-02,16.97200474320262
2022-10-03,16.55833784302162
2022-10-04,17.17642561379372
2022-10-05,17.445843239343876
2022-10-06,17.347756371261344
2022-10-07,17.04761207683205
2022-10-08,16.825183361911396
2022-10-09,16.783780510615948
2022-10-10,16.900264862786443
2022-10-11,16.242777788636243
2022-10-12,15.946915689171078
2022-10-13,15.948162812989983
2022-10-14,15.669414655014496
2022-10-15,15.698930798144703
2022-10-16,15.441611088445994
2022-10-17,15.759450130370473
2022-10-18,16.213638984847766
2022-10-19,15.896121189130323
2022-10-20,15.107599089973741
2022-10-21,15.162827642291122
2022-10-22,15.692097870616863
2022-10-23,15.681633150196966
2022-10-24,16.296898284591776
2022-10-25,15.733817263673679
2022-10-26,16.669265984157168
2022-10-27,17.02048404327999
2022-10-28,16.940761941044297
2022-10-29,18.33357156100367
2022-10-30,18.2969267148701
2022-10-31,18.24882328230915
2022-11-01,19.29760813539129
2022-11-02,18.663794505763523
2022-11-03,17.90528290561858
2022-11-04,18.033312013525993
2022-11-05,19.373669308512902
2022-11-06,19.59628838281898
2022-11-07,18.30051379459872
2022-11-08,18.046113377348124
2022-11-09,15.991241348281338
2022-11-10,12.829795780959564
2022-11-11,15.409547393627227
2022-11-12,14.115011903105943
2022-11-13,13.056068460041303
2022-11-14,13.046276911362344
2022-11-15,13.118735895251165
2022-11-16,13.49637547364594
2022-11-17,13.102799104901845
2022-11-18,12.89871909794256
2022-11-19,12.995872221171483
2022-11-20,12.894131410560663
2022-11-21,12.228527754261226
2022-11-22,11.857641971530047
2022-11-23,12.301529525837193
2022-11-24,13.012899217058935
2022-11-25,12.944684047712025
2022-11-26,12.840907462381788
2022-11-27,12.755611863053435
2022-11-28,12.898115785689612
2022-11-29,12.465970957374045
2022-11-30,12.486917731941459
2022-12-01,13.194818705583302
2022-12-02,12.885298827044094
2022-12-03,13.627053091873089
2022-12-04,13.462321365298703
2022-12-05,13.94513771720273
2022-12-06,13.610338803087512
2022-12-07,13.66611135427207
2022-12-08,13.277326945373922
2022-12-09,13.407864274945192
2022-12-10,13.479159269128258
2022-12-11,13.475481942571498
2022-12-12,12.97760496317501
2022-12-13,12.988917020010527
2022-12-14,13.735884497918219
2022-12-15,13.73898258889534
2022-12-16,13.136209060619342
2022-12-17,11.822196047920688
2022-12-18,11.972959529330831
2022-12-19,11.919694184365385
2022-12-20,11.373129364215771
2022-12-21,11.973443294619408
2022-12-22,11.691667566892972
2022-12-23,11.851021209966024
2022-12-24,11.790231659850457
2022-12-25,11.687733236338055
2022-12-26,11.68846545243489
2022-12-27,11.699717502149086
2022-12-28,11.647523601195244
2022-12-29,11.197757658318322
2022-12-30,10.98932021883577
2022-12-31,10.870447325340335
2023-01-01,10.88963361941692
2023-01-02,10.862361279595003
2023-01-03,11.153299074006373
2023-01-04,11.385008261253798
2023-01-05,12.082606200302077
2023-01-06,11.74568496014289
2023-01-07,11.784937001692171
2023-01-08,11.747206074004959
2023-01-09,12.026260444541693
2023-01-10,12.211384121023688
2023-01-11,12.729321160649132
2023-01-12,15.92176476995798
2023-01-13,15.415597415850824
2023-01-14,15.953889852104112
2023-01-15,17.003317606116955
2023-01-16,16.770235425063305
2023-01-17,16.7378601813918
2023-01-18,17.155077874482156
2023-01-19,15.820540897837352
2023-01-20,16.202449974789992
2023-01-21,17.515338456352886
2023-01-22,16.89195623249759
2023-01-23,17.386182691226722
2023-01-24,18.054756252801276
2023-01-25,16.999768570821203
2023-01-26,17.844860737884833
2023-01-27,18.112112249870727
2023-01-28,21.42886713268113
2023-01-29,20.56093228938241
2023-01-30,21.11906025752084
2023-01-31,19.740195335322973
2023-02-01,19.861474360016953
2023-02-02,20.97086923036958
2023-02-03,21.2272590021901
2023-02-04,21.373042832679655
2023-02-05,21.03662549223646
2023-02-06,20.118153553504253
2023-02-07,19.620106332926436
2023-02-08,20.890103460527587
2023-02-09,20.100084178139642
2023-02-10,17.862495989569513
2023-02-11,17.80715104198146
2023-02-12,18.04544548540047
2023-02-13,17.7285265000472
2023-02-14,17.634395459258055
2023-02-15,18.172503758132134
2023-02-16,19.8827374878035
2023-02-17,18.681103963714712
2023-02-18,19.52678498268642
2023-02-19,19.598935622644504
2023-02-20,19.80707266632469
2023-02-21,20.78875149248678
2023-02-22,20.905949972980437
2023-02-23,20.274320600174576
2023-02-24,19.711780343558132
2023-02-25,18.37229478392857
2023-02-26,17.95741312737325
2023-02-27,18.445176651406214
2023-02-28,17.928759777797442
2023-03-01,17.094967895935238
2023-03-02,17.752497514197977
2023-03-03,17.442936584403224
2023-03-04,16.671128194513695
2023-03-05,16.12060911859773
2023-03-06,16.17545263197118
2023-03-07,16.528799793284286
2023-03-08,16.179456603617595
2023-03-09,15.146387071441142
2023-03-10,14.42683580448201
2023-03-11,14.850077530009516
2023-03-12,14.532665737595849
2023-03-13,16.297275060423264
2023-03-14,16.469670989258912
2023-03-15,17.197147125527692
2023-03-16,15.626340057767731
2023-03-17,15.940366009159968
2023-03-18,17.69042605889859
2023-03-19,17.034991398916972
2023-03-20,17.69473399134752
2023-03-21,16.76025181347806
2023-03-22,17.545359920864016
2023-03-23,16.86163804792299
2023-03-24,17.635636920794763
2023-03-25,17.091416138407865
2023-03-26,16.970315766928998
2023-03-27,17.143737755578783
2023-03-28,16.550455657632742
2023-03-29,16.752124887337796
2023-03-30,17.31347437870938
2023-03-31,17.246451988231854
2023-04-01,17.7208100741346
2023-04-02,17.791512522443888
2023-04-03,17.29654734345742
2023-04-04,17.107911419419352
2023-04-05,17.648504068146153
2023-04-06,17.998827053299046
2023-04-07,18.004222269030997
2023-04-08,17.630578310853853
2023-04-09,17.474480951510742
2023-04-10,17.56797556109862
2023-04-11,17.935609670221233
2023-04-12,18.171515568270518
2023-04-13,18.260254172110564
2023-04-14,18.860004673862736
2023-04-15,19.25911312098672
2023-04-16,19.10176086565366
2023-04-17,20.216706867358585
2023-04-18,20.52651020727771
2023-04-19,21.212804948810145
